OID_,OBJECTID_1,OBJECTID_2,RS,Partido,Localidad,Direccion,Establecim,CP,Tel,X,Y,CENTER_ID
,781,794,XI,LA PLATA,Arturo Segui,Calle 404 e/205 ruta 2,Comunidad Terapèutica Otros Caminos son Posibles para la Rehabilitación de Adicciones,1894, ,-58.171224299999999,-34.910148190000001,900
,782,795,XI,LA PLATA,City Bell,Calle 473 N° 2618,Instituto Privado de Clínica y Cirugía City Bell,1896,0221-4800288,-58.053532789999998,-34.881661289999997,901
,783,796,XI,LA PLATA,City Bell,Calle 446 e/28 y 28bis,Hogar para Discapacitados San Patricio,1896, ,-58.084831389999998,-34.881270190000002,902
,784,797,XI,LA PLATA,City Bell,Camino Centenario N° 1250,UCC-UROLOGY  Instituto de Urología,B1900,0221-4724804,-58.055413100000003,-34.862390290000000,903
,801,814,XI,LA PLATA,La Plata,Calle 32 N° 1821La Cumbre,Clínica  La Cumbre,1900, ,-57.994714299999998,-34.923966890000003,904
,802,815,XI,LA PLATA,La Plata,Calle 6 N° 183,Clínica Privada Neuropsiquiatrica,1900, ,-57.963732299999997,-34.902669189999997,905
,803,816,XI,LA PLATA,La Plata,Calle 70  N° 811 e/ 10 y 11,Clínica 7 de Septiembre Fray Luis Beltran Uomra SLP,1900, ,-57.934333889999998,-34.933088089999998,906
,804,817,XI,LA PLATA,La Plata,Calle 43 N° 581,Instituto Central de Medicina S. A.,B1902ADW,0221-4825566,-57.956069090000000,-34.909411100000000,907
,805,818,XI,LA PLATA,La Plata,Calle 59 N° 434/36,I.P.E.N.S.A (Int. Priv. Clínico Quirúrgico de Diag.y Tto. S.A.),1900,0221-4271190,-57.939278090000002,-34.916913700000002,908
,806,819,XI,LA PLATA,La Plata,Calle 9 N° 175,Asociación Española de Socorros  Mutuos y  Beneficiencia,1900,0221-4833914/8497,-57.967046189999998,-34.905408989999998,909
,807,820,XI,LA PLATA,La Plata,Calle 51 N° 1725,Hosp.Italiano de L.P.Asociacón de Socorro Mutuos Benef.,1900,0221-4535000,-57.972158600000000,-34.936388590000000,910
,808,821,XI,LA PLATA,La Plata,Calle 45 N° 915,Instituto Medico Mater Dei S. A.,B1900AEK,0221-4393000,-57.960608899999997,-34.917501500000000,911
,809,822,XI,LA PLATA,La Plata,Calle 51 N° 315,Instituto Médico Platense S.A,1900,0221-4257881,-57.943637400000000,-34.909724990000001,912
,810,823,XI,LA PLATA,La Plata,Calle 56 N° 625,Clínica de Ojos Santa Lucia,B1900BJY,0221-4825210,-57.946330889999999,-34.918408190000001,913
,811,824,XI,LA PLATA,La Plata,Calle 3 N° 527,Policlínica Privada de Ortopedia y Traumatología,B1902CIU,0221-4210197,-57.952967500000000,-34.905658289999998,914
,812,825,XI,LA PLATA,La Plata,Calle 56 N° 71311 e/ 9 y 10,Instituto Privado de Cardiología INCALP,1900,0221-4827012,-57.947662389999998,-34.919811289999998,915
,813,826,XI,LA PLATA,La Plata,Diag. 73 N° 1603,Clínica de la Mano GAMMA,B1900FJQ,0221-4826190,-57.950817489999999,-34.921143989999997,916
,814,827,XI,LA PLATA,La Plata,Calle 11 N° 578,Clínica Privada Neuropsiquiátrica I.D.E.N,1900, ,-57.959911599999998,-34.914029900000003,917
,815,828,XI,LA PLATA,La Plata,Calle 8 N° 140,Policlínica Privada  I.D.Y.T.A.C.,B1902CNF,0221-4828965,-57.966814890000002,-34.903853789999999,918
,832,845,XI,LA PLATA,La Plata,Calle 156 esq.67 N° 1703,Clínica Privada Santa Clara,1900, ,-57.984404990000002,-34.973157790000002,919
,833,846,XI,LA PLATA,La Plata,Calle 58 N° 822,Instituto Privado de Enfermedades Mentales I.P.E.M.,B1900BQH,0221-4259494,-57.948197589999999,-34.923386090000001,920
,834,847,XI,LA PLATA,La Plata,Calle 32 N° 1826,Policlínica Privada Oeste,B1908BON,0221-4706623,-57.992989989999998,-34.922609289999997,921
,835,848,XI,LA PLATA,La Plata,Calle 12 N° 761,Clínica Privada del Centro,B1900TKB,0221-4250660,-57.957055099999998,-34.918001390000001,922
,836,849,XI,LA PLATA,La Plata,Calle 54 N° 372,Policlínica Especializada Ambulatoria ( P.E.A. ),B1900BDP,0221-4253000,-57.942376400000001,-34.912537100000002,923
,837,850,XI,LA PLATA,La Plata,Calle 56 N° 828,Clínica Privada de las Enfermedades de los Ojos,B1900BKH,0221-4575534,-57.950180000000003,-34.922164590000001,924
,838,851,XI,LA PLATA,La Plata,Calle 4 N° 1328,Policlínica Privada Inst. de la Columna Vertebral,B1900TEH,0221-4215336,-57.938991690000002,-34.917681999999999,925
,839,852,XI,LA PLATA,La Plata,Calle 60 N° 480,Instituto de Terapia Radiante,B1904AAW,0221-4839173,-57.938993799999999,-34.918745889999997,926
,840,853,XI,LA PLATA,La Plata,Calle 63 N° 782,Clínica Oftalmológica Meroni,B1904AKH,0221-4225551,-57.941861990000000,-34.926925099999998,927
,841,854,XI,LA PLATA,La Plata,Plaza Olazabal N° 163,Instituto Olazábal S.R.L.,B1902DSG,0221-4270946,-57.961263189999997,-34.905803990000003,928
,842,855,XI,LA PLATA,La Plata,Calle 67 e/7 y 8 N° 620,Centro Educ. y Trat. para Diabéticos Bernardo Houssay,1900,0221-4829375,-57.934633290000001,-34.927809590000003,929
,843,856,XI,LA PLATA,La Plata,Calle 7 N° 432,Breast Clinic S.A.,B1902CMW,0221-4272700,-57.959080100000001,-34.907809190000002,930
,844,857,XI,LA PLATA,La Plata,Calle 6 e/ 58 y 59 N° 1256,CEMPLAM S.A. Centro de Estudios Médicos para la Mujer,B1900TFJ,0221-4213452,-57.942752599999999,-34.918298190000002,931
,845,858,XI,LA PLATA,La Plata,Calle 3 N° 1096,Centro Gastroenterológico Platense,B1900TCX,0221-4837229,-57.942449699999997,-34.913366889999999,932
,862,876,XI,LA PLATA,La Plata,Calle 54 N° 1075 e/ 16 y 17,Emergencia Medico Asistencial (E.M.A.),1900, ,-57.956371300000001,-34.925109990000003,933
,863,877,XI,LA PLATA,La Plata,Calle 6 N° 74,Ser Si Mismo Ctro. Educativo Terapéutico,B1900,0221-4896206,-57.966194190000003,-34.900854690000003,934
,864,878,XI,LA PLATA,La Plata,Calle 44 N° 876,Odontología Paso S.R.L.,1900, ,-57.960664090000002,-34.915827100000001,935
,865,879,XI,LA PLATA,La Plata,Calle 60 N° 1069,Centro Ambulatorio de Diagnóstico y Tratamiento de Baja y Mediana Complejidad,B1900BWI,0221-4576688,-57.951259999999998,-34.929644799999998,936
,866,880,XI,LA PLATA,La Plata,Calle 39 N° 1126 y 1/2,Hogar Salud(Servicio de At. Domiciliaria),1900, ,-57.971653699999997,-34.916398090000001,937
,867,881,XI,LA PLATA,La Plata,Diag. 74 N° 2571,Centro Odontologico Carlos A.Bencini-Cacab SRL,1900, ,-57.953791899999999,-34.935163889999998,938
,868,882,XI,LA PLATA,La Plata,Calle 41 N° 485 e/ 4 y 5,Centro de Reproducción y Planificación Familiar, , ,-57.955689000000000,-34.905390089999997,939
,869,883,XI,LA PLATA,La Plata,Calle 60 N° 462,Instituto Privado de Diagnóstico por Imágines,B1904AAW,0221-4224871,-57.946637590000002,-34.925617989999999,940
,870,884,XI,LA PLATA,La Plata,Calle 44 N° 658,Policlínica Ciencia y Tecnologia en Imagen,B1900ABN,4257412,-57.956515600000003,-34.911858090000003,941
,871,885,XI,LA PLATA,La Plata,Calle 1 N° 873,Consultorio de Ecotomografia Policlínica Priv.Dr.Llarul,1900, ,-57.944031889999998,-34.909085689999998,942
,872,886,XI,LA PLATA,La Plata,Calle 119 N° 229,Clínica Privada Neuropsiquiátrica de La Mujer,1900, ,-57.952464700000000,-34.894152890000001,943
,873,887,XI,LA PLATA,La Plata,Calle 8 N° 140 e/ 34 y 35,Consultorios Médicos de Idytac,1900, ,-57.967690589999997,-34.903204889999998,944
,874,888,XI,LA PLATA,La Plata,Calle 58 N° 439,Centro de Medicina Vascular,B1900BPQ,0221-4891400,-57.940427999999997,-34.916052690000001,945
,875,889,XI,LA PLATA,La Plata,Calle 2 N° 731,Centro de la Visión La Plata,B1900TBG,0221-4831503,-57.947414799999997,-34.908208389999999,946
,893,907,XI,LA PLATA,La Plata,Calle 44 N° 1059,Centro de Imagen Odontológica Rayos Panorámicos,1900, ,-57.964646199999997,-34.919352000000003,947
,894,908,XI,LA PLATA,La Plata,Calle 20 N° 1420,Residencia para el Adulto Minusválido Cruz Blanca,1900, ,-57.953318990000000,-34.934220789999998,948
,895,909,XI,LA PLATA,La Plata,Calle 35 N° 309,Centro de Día de Excelencia en Rehabilitación y Estimulación Neurocognitiva La Fontana,1900, ,-57.959612499999999,-34.897712499999997,949
,896,910,XI,LA PLATA,La Plata,Calle 5 N° 2216 e/ 77 y 77bis,Hogar La Fontana,1900, ,-57.920503189999998,-34.933134490000000,950
,897,911,XI,LA PLATA,La Plata,Calle 7 Nª 727 2ª P,CLIDOMINT SRL(internación domiciliaria),1900, ,-57.952647790000000,-34.912710890000000,951
,898,912,XI,LA PLATA,La Plata,Calle 54 N° 333,Hospital de Día Ser Si Mismo,B1900BDM,02214255687,-57.942051090000000,-34.912083989999999,952
,899,913,XI,LA PLATA,La Plata,Calle 24 Nª 482,Hogar Establecimiento Asistencial con Internación,1900, ,-57.975367290000001,-34.924538790000000,953
,900,914,XI,LA PLATA,La Plata,Calle 524 N° 4344 e/138 y 139,Centro de Dia Fundacion Logros,1900, ,-58.010359500000000,-34.923239400000000,954
,901,915,XI,LA PLATA,La Plata,Calle 2 N° 670,Los Patios Apart,1900, ,-57.948569399999997,-34.907132390000001,955
,902,916,XI,LA PLATA,La Plata,Calle 13 N° 870,Policlinica UDEC,1900, ,-57.956266599999999,-34.920112590000002,956
,903,917,XI,LA PLATA,La Plata,Calle 1 N° 1057,Clínica de Cirugía Plástica C.L.,1900, ,-57.940911399999997,-34.911243089999999,957
,904,918,XI,LA PLATA,Villa Elvira,Calle 75 N° 698,Damen-Salud S.R.L.(internación domiciliaria),1900, ,-57.926791299999998,-34.935213599999997,958
,905,919,XI,LA PLATA,La Plata,Calle 59 N° 1115,Centro de Estudios Cardiológicos y de Hipertension Arterial,B1900BTS,02214510894,-57.953374799999999,-34.929685999999997,959
,906,920,XI,LA PLATA,La Plata,Calle 3 N° 1064,SAIS Centro Médico de Referencia La Plata,1900, ,-57.942848290000001,-34.913144989999999,960
,907,921,XI,LA PLATA,La Plata,Calle 45 N° 890,Centro Platense de Rehabilitación Integral CEPLAR,1900, ,-57.960032089999999,-34.917011299999999,961
,924,938,XI,LA PLATA,La Plata,Calle 13 N° 473,CERO Centro Especializado en Radiología Odontológica,1900, ,-57.964358199999999,-34.914261889999999,962
,925,939,XI,LA PLATA,La Plata,Diag. 73 N° 1136,Servicio de Internación Domiciliaria EDELWEIS GROUP S.R.L.,1900, ,-57.939816700000002,-34.920655590000003,963
,926,940,XI,LA PLATA,La Plata,Calle 46 N° 1128,Centro de Día Lihuen,1900, ,-57.963857990000001,-34.922181090000002,964
,927,941,XI,LA PLATA,La Plata,Calle 80 N°527,Hospital Privado del Sur SA(Internacion domiciliaria),1900, ,-57.982401799999998,-34.903438389999998,965
,928,942,XI,LA PLATA,La Plata,Calle 50 N° 379,Hospital de Día Artificio,1900, ,-57.944130289999997,-34.909613790000002,966
,929,943,XI,LA PLATA,La Plata,Calle 15 N° 696,Osmosis Group SRL,1900, ,-57.961369500000004,-34.919687889999999,967
,930,944,XI,LA PLATA,La Plata,Calle 50 N° 475 e/4 y 5,Centro Educativo Terapeutico Portal Miro,1900, ,-57.946639390000001,-34.911947589999997,968
,931,945,XI,LA PLATA,La Plata,Calle 10 N° 641 1er. P,INTERDOM SRL(Internación Domiciliaria),1900, ,-57.957508990000001,-34.914280290000001,969
,932,946,XI,LA PLATA,La Plata,Calle 45 N° 514,Residencia Geriátrica Oasis,1900, ,-57.952274500000001,-34.909850390000003,970
,933,947,XI,LA PLATA,La Plata,Calle 7 N° 113,Centro Odontológico MRZ SRL(Policlínica),1900, ,-57.922580300000000,-34.914574199999997,971
,934,948,XI,LA PLATA,La Plata,Calle 9 N° 1715,Presente Salud(Internación Domiciliaria),1900, ,-57.935326689999997,-34.928990089999999,972
,935,949,XI,LA PLATA,La Plata,Calle 56 N° 882,Policonsultorios QUIRON,1900, ,-57.951333689999998,-34.923162599999998,973
,936,950,XI,LA PLATA,La Plata,Calle 120 N° 2350 esq. 80,Consultorios Médicos Odontológicos,1900, ,-57.907283589999999,-34.925973499999998,974
,937,951,XI,LA PLATA,La Plata,Calle 8 N° 371,La Casona(Centro de Día),1900, ,-57.961534899999997,-34.907915500000001,975
,938,952,XI,LA PLATA,La Plata,Calle 11 bis N° 3400,CERDIP Centro de Día y Hogar,1900, ,-57.904845989999998,-34.954718790000001,976
,939,953,XI,LA PLATA,La Plata,Calle 40 N° 1781,Residencia Victoria(Hogar Geriátrico),1900, ,-57.984119399999997,-34.929368889999999,977
,940,954,XI,LA PLATA,La Plata,Calle 9 N° 431,FRAMINGHAM Centro Médico,1900, ,-57.961198899999999,-34.909848699999998,978
,958,972,XI,LA PLATA,La Plata,Calle 2 N° 470,Hogar de Ancianos Itati,1900, ,-57.953076699999997,-34.903759489999999,979
,959,973,XI,LA PLATA,La Plata,Calle 11 N° 1572,C.R.I.A.Centro de Rehabilitación Ambulatoria Infatil),1900, ,-57.940609000000002,-34.928370989999998,980
,960,974,XI,LA PLATA,La Plata,Calle 23 N° 1914,MARCANAC SRL(Internación Domiciliaria),1900, ,-57.945200090000000,-34.945358990000003,981
,961,975,XI,LA PLATA,La Plata,Calle 96 N° 570,Comunidad Terapéutica ALIWEN(Discapacitados),1900, ,-57.903585489999998,-34.946482300000000,982
,962,976,XI,LA PLATA,La Plata,Calle 51 e/ 29 y 30,Resonancia Magnétina HI S.A.,1900, ,-57.971634690000002,-34.935940389999999,983
,963,977,XI,LA PLATA,La Plata,Calle 53 N° 457,Flavio Aude Diagnóstico por Imágines,1900, ,-57.945091890000000,-34.913690289999998,984
,964,978,XI,LA PLATA,La Plata,Calle 60 N° 558,CAREI (Centro de Rehabilitación Psicofísica ),1900, ,-57.940492599999999,-34.919975450000003,985
,965,979,XI,LA PLATA,La Plata,Calle 22 N° 29 e/32 y 33,Fundación Tiflos(Rehabilitación discapacitados Sensoriales),1896, ,-57.983156200000003,-34.915475290000003,986
,966,980,XI,LA PLATA,La Plata,Calle 3 N° 520 e/42 y 43,Centro de Día Mil Formas,1900, ,-57.953465999999999,-34.905269099999998,987
,967,981,XI,LA PLATA,La Plata,Calle 53 N° 771 2° piso dto. D,Centro de Internación Domiciliaria CESAGLIA SA,1900, ,-57.951319200000000,-34.919350090000002,988
,968,982,XI,LA PLATA,La Plata,Calle 36 N° 454,LV Medical SRL(Internación Domiciliaria),1900, ,-57.961382399999998,-34.901230990000002,989
,969,983,XI,LA PLATA,La Plata,Calle 6 N° 4,Internación Domiciliaria Hogar y Crianza,1900, ,-57.965722990000003,-34.897837490000001,990
,970,984,XI,LA PLATA,La Plata,Calle 8 N° 400,IRO Instituto de Rehabilitación Oral,1900, ,-57.960889389999998,-34.908273500000000,991
,971,985,XI,LA PLATA,La Plata,Calle 36 N° 274,Centro de Rehabilitación San Juan(Psiquiátrica),1900, ,-57.957607390000000,-34.897835100000002,992
,972,986,XI,LA PLATA,La Plata,Calle 63 N° 1675,Servicio Integral de Atención Domiciliaria S.A.,1900, ,-57.960249900000001,-34.943557390000002,993
,973,987,XI,LA PLATA,Ringuelet,Calle 12 N° 2181,C.E.P. Centro de Internación Domiciliaria,1900, ,-57.998619200000000,-34.886864189999997,994
,990,"1,004",XI,LA PLATA,Los Hornos,Calle 44 N° 2111,Policlínica Privada San Cayetano,1900, ,-57.987004589999998,-34.939365590000001,995
,991,"1,005",XI,LA PLATA,Los Hornos,Calle 140 N° 1121 1/2,CETNA BAMBU SRL Centro Educativo Terapéutico,1900, ,-57.981123990000000,-34.948497400000001,996
,992,"1,006",XI,LA PLATA,Los Hornos,Calle 66 N° 2323,Consultorios Médicos UPCN Los Hornos,1900, ,-57.970684290000001,-34.958696189999998,997
,993,"1,007",XI,LA PLATA,Los Hornos,Calle 137 N° 1415,Centro de Fomento Los Hornos,1900, ,-57.971390990000003,-34.950583389999998,998
,994,"1,008",XI,LA PLATA,Los Hornos,Calle 167 y 63,Darse Cuenta(Desintoxicación de Adicciones),1900, ,-58.000267590000000,-34.979986689999997,999
,995,"1,009",XI,LA PLATA,Los Hornos,Calle 62 N° 2211 e/ 139 y 140,ABASCAY(Hogar Discapacitados),1900, ,-57.972622889999997,-34.952991590000003,"1,000"
,996,"1,010",XI,LA PLATA,Los Hornos,Calle 60 N° 2832,Hogar Geriátrico Sagrado Corazón de Jesús,1900, ,-57.987899100000000,-34.963125490000003,"1,001"
,997,"1,011",XI,LA PLATA,Manuel B. Gonnet,Calle 508 E/16 Y 18,Centro Oncológico de Excelencia,1897,0221-4711160,-58.021431000000000,-34.888961799999997,"1,002"
,998,"1,012",XI,LA PLATA,Manuel B. Gonnet,Calle 491 N° 1673 e/ 11 y 12,Casablanca Villa Catells(Hogar Geriátrico),1897, ,-58.021431000000000,-34.888961799999997,"1,003"
,999,"1,013",XI,LA PLATA,Manuel B. Gonnet,Calle 511 N° 1671,INTERLIFE SRL(Internación Domiciliaria),1897, ,-58.021431000000000,-34.888961799999997,"1,004"
,"1,000","1,014",XI,LA PLATA,Manuel B. Gonnet,Calle 511 esq. 6,Centro Médico de Rehabilitación Buenos Aires(discapacitados Neurolocomotores),1897, ,-58.021431000000000,-34.888961799999997,"1,005"
,"1,001","1,015",XI,LA PLATA,Melchor Romero,Calle 173 y 515,Hogar Granja(Discapacitados),1903, ,-58.056580189999998,-34.948349389999997,"1,006"
,"1,002","1,016",XI,LA PLATA,Ringuelet,Calle 2 N° 1431 e/517 y518,Home Sweet Home(Hogar Sustituto),1900, ,-57.980773890000002,-34.883122890000003,"1,007"
,"1,003","1,017",XI,LA PLATA,Tolosa,Calle 527 N° 253,Residencial Ana Hassen,1900, ,-57.964967199999997,-34.887481899999997,"1,008"
,"1,004","1,018",XI,LA PLATA,Tolosa,Calle 521 N°1636,Policlínica Privada Norte,1900,0221-4216563,-57.985925000000002,-34.895406489999999,"1,009"
,"1,020","1,035",VI,LANUS,Lanus,Tuyuti N° 1345,Centro Integral de Pediatría Infans,1824,011-421856001,-58.397151999999998,-34.684839789999998,"1,010"
,"1,021","1,036",VI,LANUS,Lanus,Arturo Melo N° 2989,I.G.B.A. Instituto Ginecológico Buenos Aires,1824, ,-58.392631500000000,-34.699417099999998,"1,011"
,"1,022","1,037",VI,LANUS,Lanus,Hipolito Irigoyen N° 4863,Nefrología IMDE S.R.L.,1824, ,-58.392265590000001,-34.711195189999998,"1,012"
,"1,023","1,038",VI,LANUS,Lanus,Sargento Cabral N° 824,Hogar y Centro de Día Ramón Rial,1824, ,-58.378387689999997,-34.688715000000002,"1,013"
,"1,024","1,039",VI,LANUS,Lanus,Del Valle Iberlucea N°3073/75,Centro de Ojos Lanús,1824, ,-58.393089490000001,-34.708975590000001,"1,014"
,"1,025","1,040",VI,LANUS,Lanus,Coronel Segui N° 770,Servicios de Terapia Renal Argentina SA,1824, ,-58.401125299999997,-34.697162300000002,"1,015"
,"1,026","1,041",VI,LANUS,Lanus,Jose Leon Suarez N° 2753,Hogar Geriátrico Los Tilos,1824, ,-58.417346590000001,-34.725764089999998,"1,016"
,"1,027","1,042",VI,LANUS,Lanus,Ayacucho N°1151,Centro Educativo Terapéutico Centro Integral Psicopedagógico de Recuperación Infanto Juvenil,1824, ,-58.380676590000000,-34.700173690000000,"1,017"
,"1,028","1,043",VI,LANUS,Lanus,Las Piedras N° 1572,Comunidad Terapeútica ALIQUID(Desintoxicación Drogadependientes),1824, ,-58.387665400000003,-34.712454190000003,"1,018"
,"1,029","1,044",VI,LANUS,Lanus,General Pico N° 1548,CE.DI.O Centro de Dia Ocupacional,1824, ,-58.364131389999997,-34.721192790000003,"1,019"
,"1,030","1,045",VI,LANUS,Lanus,Anatole France N° 1171,Centro Educativo Terapéutico Entre Todos,1824, ,-58.381879400000003,-34.701762590000001,"1,020"
,"1,031","1,046",VI,LANUS,Lanus,Del Valle Iberlucea N° 2882,Centro Psicopatológico Lanús,1824, ,-58.393166890000003,-34.705345790000003,"1,021"
,"1,032","1,047",VI,LANUS,Lanus,Coronel D'Elia N° 1699,Policlínica Centro Médico  Sala Salud,B1824LOG,01142625301,-58.409358589999997,-34.690073890000001,"1,022"
,"1,033","1,048",VI,LANUS,Lanus oeste,Hipolito Yrigoyenn°3502/14,Centro de Diagnóstico BIOIMAGINES,B1824AAR,01142404304,-58.390943000000000,-34.695751989999998,"1,023"
,"1,034","1,049",VI,LANUS,Lanus Este,AvenidaH:Irigoyen N° 4136,C.de Rehabilitación Juan XXIII S.A.,1824, ,-58.391693490000002,-34.702829999999999,"1,024"
,"1,050","1,065",VI,LANUS,Remedios de Escalada,Suipacha N° 2739/53,Clínica Privada de Reposo Santa Laura,1826,011-42463762,-58.380225390000000,-34.725560790000003,"1,025"
,"1,051","1,066",VI,LANUS,Remedios de Escalada,Del Valle Iberlucea N° 5153,Hogar Geriátrico La Posada,1826, ,-58.398194689999997,-34.732207699999996,"1,026"
,"1,052","1,067",VI,LANUS,Remedios de Escalada,Hipolito Irigoyen N° 5937,Centro Médico Remedios de Escalada SRL,1826, ,-58.395048289999998,-34.724038090000001,"1,027"
,"1,053","1,068",VI,LANUS,Remedios de Escalada,Roca N° 220,Instituto Buenos Aires,B1826BXF,01142026482,-58.397358390000001,-34.732987989999998,"1,028"
,"1,054","1,069",VI,LANUS,Remedios de Escalada,Del Valle Iberlucea N° 4451,EVOLUCION Hogar y Centro de Día para Discapacitados Mentales,1826, ,-58.396574489999999,-34.725240790000001,"1,029"
,"1,055","1,070",VI,LANUS,VALENTIN ALSINA,Pte. Peron N° 2580,Sanatorio  Valentín  Alsina,1822,011-42085555,-58.405660290000000,-34.673895500000000,"1,030"
,"1,056","1,071",VI,LANUS,VALENTIN ALSINA,Choele Choel N° 892,Sociedad Española de Socorros Mutuos,1822, ,-58.411237790000001,-34.672082990000000,"1,031"
,"1,057","1,072",VI,LANUS,VALENTIN ALSINA,Republica Argentina N° 2499,Hogar Geriátrico San Valentín,1824, ,-58.402407889999999,-34.672002790000001,"1,032"
,"1,080","1,095",VI,LOMAS DE ZAMORA,Banfield,French N° 401,Instituto Médico Alvear IMEF,1828,011-42422836,-58.400405800000001,-34.742280489999999,"1,033"
